UNIVERSITAS;PROGRAM STUDI;JENJANG;KEKETATAN;DAYA TAMPUNG 2024;PEMINAT;RATA-RATA;Column1
UNIVERSITAS NEGERI MAKASAR;KEDOKTERAN;S1;#VALUE!;25;–;688,24;TRUE
UNIVERSITAS NEGERI MAKASAR;KEWIRAUSAHAAN;S1;38,75;93;240;682.72;FALSE
UNIVERSITAS NEGERI MAKASAR;KIMIA;S1;35,71428571;30;84;561.86;FALSE
UNIVERSITAS NEGERI MAKASAR;MANAJEMEN;S1;8,892355694;171;1923;746.28;FALSE
UNIVERSITAS NEGERI MAKASAR;MATEMATIKA;S1;40,22988506;35;87;580.33;FALSE
UNIVERSITAS NEGERI MAKASAR;MESIN OTOMOTIF;D4;17,5;28;160;578.45;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN GURU SEK DASAR BILINGUAL (KAMP MAKASSAR);S1;23,58974359;46;195;570,66;TRUE
UNIVERSITAS NEGERI MAKASAR;PEND ADMINISTRASI PERKANTORAN;S1;10,95890411;48;438;715.16;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND AKUNTANSI;S1;54,05405405;60;111;617.7;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND BIOLOGI KLS INTERNASIONAL (BILINGUAL);S1;107,1428571;15;14;522.33;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND FISIKA KLS INTERNASIONAL (BILINGUAL);S1;166,6666667;15;9;506.84;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND GEOGRAFI KLS INTERNAS (BILINGUAL);S1;93,75;15;16;518.05;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND GURU SEK DASAR (KAMPUS MAKASSAR);S1;8;130;1625;742.52;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND GURU SEK DASAR (KAMPUS PARE-PARE);S1;35,71428571;65;182;631.76;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND GURU SEKOLAH DASAR (KAMPUS BONE);S1;32,9218107;80;243;673.41;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND KIMIA KLS INTERNASIONAL (BILINGUAL);S1;166,6666667;15;9;520.15;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND MATEMATIKA KLS INTERNAS. (BILINGUAL);S1;40,54054054;15;37;511.04;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND TEKNIK ELEKTRONIKA;S1;58,33333333;28;48;546.44;FALSE
UNIVERSITAS NEGERI MAKASAR;PEND TEKNIK OTOMOTIF;S1;44,79166667;43;96;589.81;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAAN SOSIOLOGI;S1;20,34883721;35;172;622.28;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN ANTROPOLOGI;S1;39,77272727;35;88;583.14;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA ARAB;S1;36,02150538;67;186;656.61;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA DAN SASTRA DAERAH;S1;57,47126437;50;87;566.3;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA DAN SASTRA INDONESIA;S1;20,34548944;106;521;710.75;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA INGGRIS;S1;28,5046729;122;428;708.34;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA JERMAN;S1;128;32;25;539.3;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BAHASA MANDARIN;S1;38,88888889;28;72;556.29;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN BIOLOGI;S1;20,23346304;52;257;667.42;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN EKONOMI;S1;55,68862275;93;167;637.61;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN FISIKA;S1;44,28571429;31;70;574.22;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN GEOGRAFI;S1;34,84848485;46;132;606.7;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN GURU PAUD;S1;26,31578947;60;228;685.11;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN IPA;S1;25,73529412;35;136;590.6;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN IPA KLS INTERNASIONAL (BILINGUAL);S1;71,42857143;15;21;529.37;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN IPS;S1;36,84210526;35;95;596.6;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN JASMANI, KESEHATAN & REKREASI;S1;36,32416787;251;691;709.34;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN KEPELATIHAN OLAHRAGA;S1;25,67567568;76;296;645.23;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN KESEJAHTERAAN KELUARGA;S1;39,33333333;59;150;635.16;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN KIMIA;S1;33,69565217;31;92;565.76;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN LUAR BIASA;S1;56,62650602;47;83;584.42;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN LUAR SEKOLAH;S1;83,33333333;35;42;545.37;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN MATEMATIKA;S1;19,25925926;52;270;675.25;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;S1;11,70568562;35;299;662.15;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN SEJARAH;S1;17,15686275;35;204;634.03;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN SENI DRAMA, TARI, DAN MUSIK;S1;84,70588235;72;85;581.38;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN SENI RUPA;S1;76;38;50;557.05;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN TEKNIK BANGUNAN;S1;40;28;70;569.22;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN TEKNIK ELEKTRO;S1;36,29032258;45;124;584.42;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN TEKNIK INFORMATIKA & KOMPUTER;S1;6,21422731;76;1223;741.19;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN TEKNIK MESIN;S1;21,3740458;28;131;589.39;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN TEKNOLOGI PERTANIAN;S1;32,08955224;43;134;671.59;FALSE
UNIVERSITAS NEGERI MAKASAR;PENDIDIKAN VOKASIONAL MEKATRONIKA;S1;147,3684211;28;19;522.89;FALSE
UNIVERSITAS NEGERI MAKASAR;PROMOSI KESEHATAN;D4;#VALUE!;53;–;576,64;TRUE
UNIVERSITAS NEGERI MAKASAR;PSIKOLOGI;S1;10,78147612;149;1382;744.54;FALSE
UNIVERSITAS NEGERI MAKASAR;REKAYASA ELEKTRO;S1;68,29268293;28;41;614,28;TRUE
UNIVERSITAS NEGERI MAKASAR;SAINS AKTUARIA;S1;75,6097561;31;41;622,17;TRUE
UNIVERSITAS NEGERI MAKASAR;SAINS INFORMASI GEOGRAFI;S1;76,92307692;30;39;604,76;TRUE
UNIVERSITAS NEGERI MAKASAR;SAINS LINGKUNGAN;S1;#VALUE!;15;–;609,23;TRUE
UNIVERSITAS NEGERI MAKASAR;SASTRA INDONESIA;S1;90,54054054;67;74;619.64;FALSE
UNIVERSITAS NEGERI MAKASAR;SASTRA INGGRIS;S1;38,0952381;88;231;706.35;FALSE
UNIVERSITAS NEGERI MAKASAR;SENI TARI;S1;50;19;38;531.2;FALSE
UNIVERSITAS NEGERI MAKASAR;SOSIOLOGI;S1;39,3258427;35;89;621.15;FALSE
UNIVERSITAS NEGERI MAKASAR;STATISTIKA;S1;28,70813397;60;209;673.32;FALSE
UNIVERSITAS NEGERI MAKASAR;TATA BOGA;D4;7,70609319;43;558;621.78;FALSE
UNIVERSITAS NEGERI MAKASAR;TATA BUSANA;D3;2,172226532;28;1289;624.11;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNIK ELEKTRO;D4;12,32032854;60;487;626.55;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNIK ELEKTRONIKA;D4;23,72881356;28;118;555.73;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNIK KOMPUTER;S1;6,066734075;60;989;738.2;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNIK MESIN;D4;10,63829787;45;423;648.19;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNIK SIPIL BANGUNAN GEDUNG;D4;8,407079646;76;904;693.14;FALSE
UNIVERSITAS NEGERI MAKASAR;TEKNOLOGI INDUSTRI PERTANIAN;S1;15,46391753;30;194;618,22;TRUE
UNIVERSITAS NEGERI MAKASAR;TEKNOLOGI PENDIDIKAN;S1;36,8;46;125;615.65;FALSE
UNIVERSITAS NEGERI MALANG;ADMINISTRASI PENDIDIKAN;S1;18,32061069;72;393;713.89;FALSE
UNIVERSITAS NEGERI MALANG;AKUNTANSI;D4;25;32;128;634.53;FALSE
UNIVERSITAS NEGERI MALANG;AKUNTANSI;S1;8,196721311;80;976;706.08;FALSE
UNIVERSITAS NEGERI MALANG;ANIMASI;D4;28,57142857;40;140;740.64;FALSE
UNIVERSITAS NEGERI MALANG;BAHASA DAN SASTRA INDONESIA;S1;11,02150538;41;372;689.69;FALSE
UNIVERSITAS NEGERI MALANG;BAHASA DAN SASTRA INGGRIS;S1;7,635009311;41;537;635.19;FALSE
UNIVERSITAS NEGERI MALANG;BIMBINGAN DAN KONSELING;S1;8,288770053;62;748;603.94;FALSE
UNIVERSITAS NEGERI MALANG;BIOLOGI;S1;26,55367232;47;177;738.21;FALSE
UNIVERSITAS NEGERI MALANG;BIOTEKNOLOGI;S1;7,894736842;21;266;598.79;FALSE
UNIVERSITAS NEGERI MALANG;DESAIN KOMUNIKASI VISUAL;S1;7,883817427;57;723;704.48;FALSE
UNIVERSITAS NEGERI MALANG;DESAIN MODE;D4;15;21;140;605.77;FALSE
UNIVERSITAS NEGERI MALANG;EKONOMI DAN STUDI PEMBANGUNAN;S1;10,40816327;51;490;649.24;FALSE
UNIVERSITAS NEGERI MALANG;FISIKA;S1;77,92207792;60;77;732.69;FALSE
UNIVERSITAS NEGERI MALANG;GEOGRAFI;S1;16,98841699;44;259;654.2;FALSE
UNIVERSITAS NEGERI MALANG;GIZI;S1;4,664179104;25;536;730.4;FALSE
UNIVERSITAS NEGERI MALANG;ILMU KEOLAHRAGAAN;S1;49,62406015;66;133;621.62;FALSE
UNIVERSITAS NEGERI MALANG;ILMU KESEHATAN MASYARAKAT;S1;10,99908341;120;1091;668.41;FALSE
UNIVERSITAS NEGERI MALANG;ILMU KOMUNIKASI;S1;2,323180176;45;1937;666.7;FALSE
UNIVERSITAS NEGERI MALANG;ILMU PERPUSTAKAAN;S1;10,30640669;37;359;744.09;FALSE
UNIVERSITAS NEGERI MALANG;ILMU SEJARAH;S1;11,97916667;23;192;677.17;FALSE
UNIVERSITAS NEGERI MALANG;KEBIDANAN;S1;#VALUE!;22;(Prodi Baru);684,21;TRUE
UNIVERSITAS NEGERI MALANG;KEDOKTERAN;S1;#VALUE!;15;(Prodi Baru);712,48;TRUE
UNIVERSITAS NEGERI MALANG;KEPERAWATAN;S1;#VALUE!;23;(Prodi Baru);680,34;TRUE
UNIVERSITAS NEGERI MALANG;KIMIA;S1;49,18032787;60;122;649.9;FALSE
UNIVERSITAS NEGERI MALANG;MANAJEMEN;S1;5,187930122;98;1889;704.73;FALSE
UNIVERSITAS NEGERI MALANG;MANAJEMEN PEMASARAN;D4;16,06217617;31;193;635.65;FALSE
UNIVERSITAS NEGERI MALANG;MATEMATIKA;S1;34,59459459;64;185;696.26;FALSE
UNIVERSITAS NEGERI MALANG;PEND BAHASA, SASTRA INDONESIA & DAERAH;S1;10,01964637;51;509;723.78;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN ADMINISTRASI PERKANTORAN;S1;10,82677165;55;508;614.02;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN AKUNTANSI;S1;19,45701357;43;221;685.5;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN BAHASA ARAB;S1;16,62468514;66;397;636.29;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN BAHASA INGGRIS;S1;9,448818898;48;508;749.18;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN BAHASA JERMAN;S1;53,84615385;35;65;603.67;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN BAHASA MANDARIN;S1;27,73109244;33;119;617.85;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN BIOLOGI;S1;20;49;245;612.14;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN EKONOMI;S1;23,96694215;58;242;623.86;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN FISIKA;S1;55,96330275;61;109;607.1;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN GEOGRAFI;S1;30,94170404;69;223;592.39;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN GURU PEND ANAK USIA DINI;S1;23,48178138;58;247;676.74;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN GURU SEKOLAH DASAR;S1;9,358490566;124;1325;646.7;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN ILMU PENGETAHUAN ALAM;S1;42,63157895;81;190;727.94;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN ILMU PENGETAHUAN SOSIAL;S1;16,19433198;40;247;604.08;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN JASMANI, KESEHATAN, DAN REKREASI;S1;17,51054852;83;474;649.9;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN KEPELATIHAN OLAHRAGA;S1;23,75886525;67;282;704.73;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN KIMIA;S1;44,36090226;59;133;635.65;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN LUAR BIASA;S1;24,40191388;51;209;696.26;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN LUAR SEKOLAH;S1;32,51231527;66;203;723.78;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN MATEMATIKA;S1;20,99737533;80;381;614.02;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN PANCASILA DAN KEWARGANEGARAAN;S1;20,54054054;76;370;685.5;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN SEJARAH;S1;23,31081081;69;296;636.29;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN SENI RUPA;S1;34,75177305;49;141;749.18;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN SENI TARI DAN MUSIK;S1;67,10526316;51;76;603.67;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN SOSIOLOGI;S1;20,37037037;66;324;617.85;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TATA BOGA;S1;7,203389831;34;472;612.14;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TATA BUSANA;S1;8,252427184;34;412;623.86;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TATA NIAGA;S1;16,59192825;37;223;607.1;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TEKNIK BANGUNAN;S1;56,25;54;96;592.39;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TEKNIK ELEKTRO;S1;49,33333333;37;75;594.16;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TEKNIK INFORMATIKA;S1;13,07692308;34;260;618.96;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TEKNIK MESIN;S1;50;58;116;609.81;FALSE
UNIVERSITAS NEGERI MALANG;PENDIDIKAN TEKNIK OTOMOTIF;S1;30;45;150;723.74;FALSE
UNIVERSITAS NEGERI MALANG;PERPUSTAKAAN DIGITAL;D4;21,34831461;19;89;597.91;FALSE
UNIVERSITAS NEGERI MALANG;PSIKOLOGI;S1;5,363321799;124;2312;603.14;FALSE
UNIVERSITAS NEGERI MALANG;TATA BOGA;D4;6,37254902;26;408;679.81;FALSE
UNIVERSITAS NEGERI MALANG;TEKNIK ELEKTRO;S1;9,248554913;32;346;590.41;FALSE
UNIVERSITAS NEGERI MALANG;TEKNIK INDUSTRI;S1;6,666666667;35;525;580.88;FALSE
UNIVERSITAS NEGERI MALANG;TEKNIK INFORMATIKA;S1;2,752293578;33;1199;617.85;FALSE
UNIVERSITAS NEGERI MALANG;TEKNIK MESIN;S1;8,352668213;36;431;612.14;FALSE
UNIVERSITAS NEGERI MALANG;TEKNIK SIPIL;S1;7,153965785;46;643;623.86;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI PENDIDIKAN;S1;25,29644269;64;253;607.1;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI REKAYASA DAN PEMELIHARAAN BANGUNAN SIPIL;D4;26,61290323;33;124;592.39;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI REKAYASA MANUFAKTUR;D4;41,42857143;29;70;590.41;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI REKAYASA OTOMOTIF;D4;41,25;33;80;580.88;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI REKAYASA PEMBANGKIT ENERGI;D4;57,37704918;35;61;580.88;FALSE
UNIVERSITAS NEGERI MALANG;TEKNOLOGI REKAYASA SISTEM ELEKTRONIKA;D4;45,83333333;33;72;592.39;FALSE
UNIVERSITAS NEGERI MANADO;MANAJEMEN PEMASARAN;D3;7,142857143;12;168;616,22;TRUE
UNIVERSITAS NEGERI MANADO;TEKNIK LISTRIK;D3;66,66666667;12;18;505.98;FALSE
UNIVERSITAS NEGERI MANADO;TEKNIK SIPIL;D3;9,160305344;12;131;512.91;FALSE
UNIVERSITAS NEGERI MANADO;TEKNOLOGI KAYU;D3;240;12;5;529.42;FALSE
UNIVERSITAS NEGERI MANADO;AKUNTANSI;S1;91,80327869;56;61;566,34;TRUE
UNIVERSITAS NEGERI MANADO;ARSITEKTUR;S1;94,11764706;16;17;538.45;FALSE
UNIVERSITAS NEGERI MANADO;BAH & SASTRA INGGRIS;S1;147,3684211;28;19;530.76;FALSE
UNIVERSITAS NEGERI MANADO;BIMBINGAN KONSELING;S1;118,9189189;44;37;516.09;FALSE
UNIVERSITAS NEGERI MANADO;ILMU ADM NEGARA;S1;32,87671233;24;73;514.7;FALSE
UNIVERSITAS NEGERI MANADO;ILMU BIOLOGI;S1;500;20;4;507.47;FALSE
UNIVERSITAS NEGERI MANADO;ILMU EKONOMI;S1;54,05405405;20;37;527.17;FALSE
UNIVERSITAS NEGERI MANADO;ILMU FISIKA;S1;1200;12;1;518.33;FALSE
UNIVERSITAS NEGERI MANADO;ILMU GEOGRAFI;S1;133,3333333;8;6;511.28;FALSE
UNIVERSITAS NEGERI MANADO;ILMU HUKUM;S1;82,05128205;64;78;534.27;FALSE
UNIVERSITAS NEGERI MANADO;ILMU KEOLAHRAGAAN;S1;600;12;2;522.91;FALSE
UNIVERSITAS NEGERI MANADO;ILMU KESEHATAN MASYARAKAT;S1;49,23076923;64;130;535.77;FALSE
UNIVERSITAS NEGERI MANADO;ILMU KIMIA;S1;400;16;4;518.99;FALSE
UNIVERSITAS NEGERI MANADO;MANAJEMEN S1;S1;69,93006993;100;143;513.24;FALSE
UNIVERSITAS NEGERI MANADO;PEND EKONOMI S1;S1;76,92307692;20;26;522.02;FALSE
UNIVERSITAS NEGERI MANADO;PEND GEOGRAFI;S1;120;12;10;513.33;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN ANAK USIA DINI;S1;369,2307692;48;13;514.69;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BAH INGGRIS;S1;114,2857143;24;21;521.14;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BAH. JERMAN;S1;400;4;1;515.19;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BAH. PERANCIS;S1;#VALUE!;4;–;515.03;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BAHASA INDONESIA;S1;96,96969697;32;33;531.18;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BAHASA JEPANG;S1;240;24;10;548.06;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN BIOLOGI;S1;142,8571429;20;14;580.11;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN FISIKA;S1;320;16;5;573.32;FALSE
UNIVERSITAS PATTIMURA;MAJEMEN SUMBER DAYA PERAIRAN;S1;600;24;4;509.73;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN JASMANI, KES. REK;S1;480;48;10;562.58;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN KEPELATIHAN OR;S1;400;48;12;613.55;FALSE
UNIVERSITAS PATTIMURA;PENDIDIKAN BAHASA INGGRIS (PSDKU KAB. ARU);S1;1500;15;1;539.27;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN KIMIA;S1;600;24;4;581.96;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN MATEMATIKA;S1;369,2307692;48;13;600.03;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN SEJARAH;S1;106,6666667;16;15;622.17;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN SENI MUSIK;S1;160;16;10;634.41;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN SENI RUPA;S1;400;8;2;604.1;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN TEK BANGUNAN;S1;800;16;2;645.05;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN TEK ELEKTRO;S1;228,5714286;16;7;552.37;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN TEK MESIN;S1;228,5714286;16;7;641.61;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN IPA;S1;184,6153846;24;13;609.89;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN IPS;S1;160;8;5;623.62;FALSE
UNIVERSITAS NEGERI MANADO;PENDIDIKAN SOSIOLOGI;S1;61,53846154;16;26;608.91;FALSE
UNIVERSITAS NEGERI MANADO;PGSD;S1;115,2542373;136;118;607.73;FALSE
UNIVERSITAS NEGERI MANADO;PLB/PENDIDIKANKH;S1;1200;36;3;641.86;FALSE
UNIVERSITAS NEGERI MANADO;PLS;S1;1800;36;2;632.32;FALSE
UNIVERSITAS NEGERI MANADO;PPKN;S1;100;16;16;566.23;FALSE
UNIVERSITAS NEGERI MANADO;PSIKOLOGI;S1;59,50413223;72;121;639.45;FALSE
UNIVERSITAS NEGERI MANADO;TEKNIK INFORMATIKA;S1;68,18181818;60;88;555.48;FALSE
UNIVERSITAS NEGERI MANADO;TEKNIK MESIN;S1;88,88888889;24;27;582.38;FALSE
UNIVERSITAS NEGERI MANADO;TEKNIK SIPIL;S1;84,21052632;32;38;644.48;FALSE
UNIVERSITAS NEGERI MEDAN;TEKNIK MESIN;D3;38,60759494;61;158;592.52;FALSE
UNIVERSITAS NEGERI MEDAN;MANAJEMEN KONSTRUKSI;D4;102,5974026;79;77;555.93;FALSE
UNIVERSITAS NEGERI MEDAN;AKUNTANSI;S1;7,240293809;69;953;592.52;FALSE
UNIVERSITAS NEGERI MEDAN;ARSITEKTUR;S1;25,91093117;64;247;620.17;FALSE
UNIVERSITAS NEGERI MEDAN;BIOLOGI;S1;41,32231405;100;242;645.16;FALSE
UNIVERSITAS NEGERI MEDAN;BISNIS DIGITAL;S1;10,52631579;56;532;571.52;FALSE
UNIVERSITAS NEGERI MEDAN;FISIKA;S1;79,48717949;62;78;619.88;FALSE
UNIVERSITAS NEGERI MEDAN;GIZI;S1;9,371554576;85;907;647.44;FALSE
UNIVERSITAS NEGERI MEDAN;ILMU EKONOMI;S1;13,81909548;55;398;625.61;FALSE
UNIVERSITAS NEGERI MEDAN;ILMU KEOLAHRAGAAN;S1;106,7669173;142;133;633.29;FALSE
UNIVERSITAS NEGERI MEDAN;ILMU KOMPUTER;S1;7,716049383;75;972;599.76;FALSE
UNIVERSITAS NEGERI MEDAN;KEWIRAUSAHAAN;S1;18,10089021;61;337;565.04;FALSE
UNIVERSITAS NEGERI MEDAN;KIMIA;S1;52,0661157;63;121;555.53;FALSE
UNIVERSITAS NEGERI MEDAN;MANAJEMEN;S1;6,095679012;79;1296;565.84;FALSE
UNIVERSITAS NEGERI MEDAN;MATEMATIKA;S1;36,63366337;74;202;586.4;FALSE
UNIVERSITAS NEGERI MEDAN;PEND GURU PENDIDIKAN ANAK USIA DINI;S1;28,9532294;130;449;593.92;FALSE
UNIVERSITAS NEGERI MEDAN;PEND JASMANI, KESEHATAN & REKREASI;S1;47,09821429;211;448;636.49;FALSE
UNIVERSITAS NEGERI MEDAN;PEND PANCASILA & KEWARGANEGARAAN (PPKN);S1;21,03092784;102;485;603.27;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN ADMINISTRASI PERKANTORAN;S1;15,16709512;59;389;560.66;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN AKUNTANSI;S1;25,22522523;56;222;576.2;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN ANTROPOLOGI;S1;38,80597015;104;268;576.64;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BAHASA DAN SASTRA INDONESIA;S1;16,01731602;148;924;637.4;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BAHASA INGGRIS;S1;19,75967957;148;749;632.88;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BAHASA JERMAN;S1;95,87628866;93;97;563.48;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BAHASA PERANCIS;S1;135,0649351;104;77;580.99;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BIMBINGAN DAN KONSELING;S1;13,97727273;123;880;593.11;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BIOLOGI;S1;27,27272727;123;451;551.92;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN BISNIS;S1;27,35849057;58;212;613.98;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN EKONOMI;S1;20,89552239;56;268;584.83;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN FISIKA;S1;65,44502618;125;191;605.18;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN GEOGRAFI;S1;38,37638376;104;271;573.72;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN GURU SEKOLAH DASAR (PGSD);S1;10,74118113;271;2523;634.66;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN IPA;S1;32,8125;63;192;564.01;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN KEPELATIHAN OLAHRAGA (PKO);S1;75,71428571;212;280;575.5;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN KIMIA;S1;78,94736842;165;209;555.27;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN LUAR SEKOLAH (PLS);S1;76,14678899;83;109;569.48;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN MATEMATIKA;S1;20,14652015;110;546;631.71;FALSE
UNIVERSITAS NEGERI MEDAN;PENDIDIKAN MUSIK;S1;52,1978022;95;182;586.16;FALSE
